age,gender,height,weight,activity_type,weight_category,calories
54,Male,153.1,75,Gym,Obese,1695
53,Male,149.7,49.2,Cycling,Normal,2313
19,Female,160.1,64.6,Running,Overweight,1915
43,Female,184.2,97.7,Running,Overweight,1659
67,Male,147.8,64,Cycling,Overweight,1927
45,Male,168.8,89.2,Running,Obese,1435
19,Female,171.1,48.9,Walking,Underweight,2690
24,Male,182.7,48.1,Cycling,Underweight,2627
55,Female,158.3,57.2,HIIT,Normal,2333
69,Male,179.5,51.2,Running,Underweight,2566
35,Male,163.9,64.1,Yoga,Normal,2184
43,Female,183.9,70.9,Walking,Normal,2268
42,Female,175.4,83.6,Cycling,Overweight,1892
63,Female,179,49.8,Walking,Underweight,2790
58,Female,164.8,72.4,Walking,Overweight,1813
60,Male,160.5,93.8,Cycling,Obese,1476
59,Female,178.4,65.5,Running,Normal,2098
66,Male,171,98,Yoga,Obese,1368
32,Male,148.3,62.7,Gym,Overweight,1793
60,Female,160.9,82.3,Gym,Obese,1472
21,Male,146.2,71.8,Yoga,Obese,1562
24,Female,149,89.1,Running,Obese,1431
41,Male,151.8,81.7,HIIT,Obese,1604
68,Female,150.1,63.5,Walking,Overweight,1984
38,Female,166.5,65.1,HIIT,Normal,2320
41,Female,179.5,95.3,Walking,Overweight,1936
26,Male,181.8,73.9,Running,Normal,2385
57,Female,164.9,88.7,Cycling,Obese,1556
40,Male,164.9,71.8,HIIT,Overweight,1714
37,Female,177.9,62,Yoga,Normal,2160
49,Male,171.6,58.5,Gym,Normal,2203
52,Male,150,84.2,Gym,Obese,1388
48,Female,148.6,58.3,Running,Overweight,1944
51,Male,176.1,76.2,Walking,Normal,2321
55,Male,178.3,96.4,HIIT,Obese,1427
45,Female,182.1,52.9,Cycling,Underweight,2759
46,Female,169.3,45.2,Gym,Underweight,2605
18,Female,153.2,92.7,Walking,Obese,1515
46,Male,160.4,71.9,Running,Overweight,1951
37,Male,151.6,82.7,Running,Obese,1653
39,Female,171.6,61.5,Running,Normal,2227
26,Male,180.1,94.4,Running,Overweight,1814
70,Female,149.8,69.8,Gym,Obese,1639
33,Male,164.1,63.8,Gym,Normal,2045
65,Female,165.7,56.9,Cycling,Normal,2065
63,Male,184.4,75.7,Running,Normal,2166
20,Female,157,91.9,Cycling,Obese,1540
26,Female,148.1,88.4,Running,Obese,1490
70,Female,184.5,58.1,Gym,Underweight,2614
28,Male,160.3,66.4,Cycling,Overweight,1802
50,Male,166.9,68.2,Gym,Normal,2194
45,Male,163.8,66.8,Yoga,Normal,2327
48,Male,163.9,51.9,HIIT,Normal,2142
70,Male,168.7,66.4,Yoga,Normal,2232
20,Male,160.4,87,HIIT,Obese,1392
22,Male,168.2,58,Gym,Normal,2318
49,Female,156.5,96.5,Running,Obese,1419
35,Female,156.7,46.1,HIIT,Normal,2105
26,Female,151.4,86.5,Walking,Obese,1321
70,Female,154.7,72.2,Cycling,Obese,1585
48,Male,178.5,83.1,HIIT,Overweight,1998
57,Male,151.6,50.8,Cycling,Normal,2319
59,Female,177.2,63.9,Cycling,Normal,2372
34,Male,145.2,57.1,Gym,Overweight,1842
27,Female,173.8,59.7,Running,Normal,2155
41,Female,176.7,75.2,Gym,Normal,2249
70,Male,159.9,88.4,Gym,Obese,1578
61,Male,179.6,85.8,Walking,Overweight,1697
65,Female,163.5,78,Walking,Overweight,1932
43,Male,163.4,94,Walking,Obese,1384
31,Male,150.8,98.3,Gym,Obese,1666
37,Male,160.8,79.5,Gym,Obese,1354
62,Male,161.4,60,Gym,Normal,2270
26,Male,166.3,56.2,Gym,Normal,2148
41,Female,184.7,51.4,Yoga,Underweight,2525
39,Male,172.6,57.4,HIIT,Normal,2360
18,Male,156.7,63.9,Gym,Overweight,1924
50,Male,159.3,62.6,Running,Normal,2130
21,Female,173.1,79.6,Yoga,Overweight,1843
49,Male,154.5,46.2,Gym,Normal,2134
25,Female,156,88.4,Cycling,Obese,1494
26,Male,174.8,54,Yoga,Underweight,2777
23,Male,183.4,95,Gym,Overweight,1803
22,Female,178.3,76.7,Walking,Normal,2383
29,Female,156.9,83.3,Gym,Obese,1366
56,Female,152.6,90.4,Running,Obese,1584
20,Female,146.2,74.3,HIIT,Obese,1351
22,Female,176.3,61.1,Gym,Normal,2217
19,Male,184.2,58,Walking,Underweight,2695
42,Female,176.5,49.8,HIIT,Underweight,2403
37,Male,152.9,93.4,Cycling,Obese,1518
41,Male,174.9,91.9,Yoga,Obese,1530
18,Female,161,99,Cycling,Obese,1521
21,Female,184.5,96.1,Cycling,Overweight,1610
31,Female,183.5,57.5,Gym,Underweight,2489
32,Male,152.2,82.3,Cycling,Obese,1307
52,Male,173.7,58,Cycling,Normal,2346
66,Female,180.8,78.2,Cycling,Normal,2278
20,Female,157,56.7,Yoga,Normal,2067
66,Female,182.2,85.3,Running,Overweight,1605
57,Male,170.6,76.1,Gym,Overweight,1761
29,Male,182.6,58.7,Yoga,Underweight,2598
51,Male,180.4,91.3,HIIT,Overweight,1721
44,Male,175.8,65.8,HIIT,Normal,2335
58,Female,167.7,54.5,HIIT,Normal,2122
58,Female,165.6,53.4,Gym,Normal,2109
19,Male,152.9,69.9,Gym,Overweight,1804
40,Male,163.1,48.8,Yoga,Underweight,2728
27,Male,176.1,90.9,HIIT,Overweight,1635
62,Male,158.7,78,HIIT,Obese,1388
23,Male,174.3,69.3,Cycling,Normal,2233
67,Female,175.6,54.2,Running,Underweight,2442
43,Female,176.2,79,Yoga,Overweight,1773
24,Female,153,91.9,Cycling,Obese,1485
50,Female,159.3,54.4,Yoga,Normal,2317
48,Male,184.9,74.8,Walking,Normal,2363
66,Female,160.5,72.7,Cycling,Overweight,1733
42,Male,182.9,99.9,Cycling,Overweight,1813
28,Male,174.9,66,Running,Normal,2338
53,Female,172.8,79.1,Running,Overweight,1917
48,Female,182.2,62.4,Cycling,Normal,2276
25,Female,162.4,95.6,Walking,Obese,1441
62,Female,151,63.9,Cycling,Overweight,1891
19,Female,165.6,74.2,Running,Overweight,1641
53,Female,180.9,97.6,Walking,Overweight,1981
57,Male,156.3,85,HIIT,Obese,1594
29,Female,175.8,84,Yoga,Overweight,1684
61,Female,154.6,66.4,Gym,Overweight,1845
57,Female,156.9,88.5,HIIT,Obese,1664
31,Female,170.8,89.6,Yoga,Obese,1550
23,Male,182.1,91.2,Gym,Overweight,1690
68,Female,148,82.1,Gym,Obese,1596
42,Female,152.1,66.3,Yoga,Overweight,1821
31,Female,151.3,94,Walking,Obese,1457
46,Male,181.8,56.9,Yoga,Underweight,2683
56,Female,146.2,60.3,Yoga,Overweight,1888
36,Male,162.3,59.5,Gym,Normal,2359
37,Male,151.9,53.9,Running,Normal,2244
50,Female,170.1,96.8,Running,Obese,1487
51,Male,163.5,87.6,Yoga,Obese,1684
70,Female,153.7,98.3,Walking,Obese,1437
40,Male,146.8,91.1,Gym,Obese,1486
26,Female,149.2,77.8,Walking,Obese,1459
53,Male,179.4,93.5,Running,Overweight,1992
48,Female,181.4,73.2,Yoga,Normal,2282
30,Female,151.5,99.5,HIIT,Obese,1504
49,Female,166.7,93,HIIT,Obese,1687
32,Female,155.5,62.4,Yoga,Overweight,1617
62,Female,169,45.8,Running,Underweight,2419
41,Male,146.2,53,Yoga,Normal,2069
62,Male,149.7,50.3,HIIT,Normal,2049
28,Female,147.8,94.2,Cycling,Obese,1547
21,Male,151.6,99.6,Gym,Obese,1653
24,Male,175,96.3,Gym,Obese,1497
39,Male,150.4,48.4,HIIT,Normal,2216
41,Male,161.4,55.8,Cycling,Normal,2052
70,Male,164.3,51.2,Gym,Normal,2033
59,Female,160.2,64,Yoga,Normal,2063
53,Male,169.1,99.2,Cycling,Obese,1542
21,Male,165.8,49.7,Running,Underweight,2761
58,Male,169.1,49.6,Gym,Underweight,2483
25,Female,162.1,81.6,Gym,Obese,1481
29,Male,182.2,53.2,Cycling,Underweight,2516
60,Male,160.6,57.9,Running,Normal,2052
67,Male,161,98.4,Gym,Obese,1384
68,Female,168.5,46.9,HIIT,Underweight,2441
67,Male,181.1,48.6,Cycling,Underweight,2755
53,Female,180.9,77,Cycling,Normal,2239
60,Female,152.1,77.8,Yoga,Obese,1369
35,Female,183.8,89,Yoga,Overweight,1858
25,Female,173,53.2,Gym,Underweight,2528
56,Female,181.8,94.6,HIIT,Overweight,1859
21,Female,167.3,50.9,Walking,Underweight,2598
48,Female,177.7,80.4,Running,Overweight,1656
67,Female,166.1,70.3,Walking,Overweight,1668
20,Female,163.3,83.7,Gym,Obese,1325
37,Male,151,59,HIIT,Overweight,1712
64,Male,184.8,86.9,Cycling,Overweight,1746
20,Male,173.1,46.7,Walking,Underweight,2767
19,Male,151.3,77.5,Yoga,Obese,1308
64,Female,150.1,92.9,Yoga,Obese,1453
69,Male,162.6,84.2,Yoga,Obese,1425
35,Male,174,91.7,Cycling,Obese,1584
54,Female,148.6,81,Yoga,Obese,1471
33,Female,163.7,75.1,Running,Overweight,1754
56,Male,160.6,66.2,Cycling,Overweight,1798
23,Male,161,64.8,HIIT,Overweight,1904
70,Female,146.4,49.8,Running,Normal,2395
61,Female,154.8,90,Running,Obese,1489
21,Male,171.1,94.6,HIIT,Obese,1536
27,Female,163.4,50.8,Gym,Normal,2111
44,Male,175.1,49.4,Gym,Underweight,2556
59,Female,183.7,49.4,Gym,Underweight,2746
46,Female,173.9,82.6,Gym,Overweight,1658
26,Female,156.3,83.3,Yoga,Obese,1601
50,Female,155.8,54.4,Cycling,Normal,2314
32,Female,145.7,80.1,Yoga,Obese,1359
69,Female,147.7,80.7,HIIT,Obese,1554
45,Female,159.4,82.9,Running,Obese,1527
20,Female,162,64.9,HIIT,Normal,2194
46,Male,172.2,59.8,Cycling,Normal,2345
35,Female,155.7,90.3,HIIT,Obese,1656
38,Male,154.3,53.3,Running,Normal,2368
28,Female,173.6,45.6,Cycling,Underweight,2419
54,Male,170.2,57.4,Yoga,Normal,2107
68,Female,156.9,63.2,HIIT,Overweight,1636
32,Male,154.4,96,Running,Obese,1492
67,Female,170.4,73.7,Running,Overweight,1601
46,Female,179,88.9,Walking,Overweight,1891
63,Female,176.9,73.6,Running,Normal,2284
34,Male,162.6,56.5,HIIT,Normal,2061
63,Female,162.5,62.1,Running,Normal,2167
31,Female,157.9,75.9,Walking,Obese,1620
55,Male,155.6,68.8,Gym,Overweight,1847
67,Male,147.1,49.5,Yoga,Normal,2283
58,Male,172.3,52.2,HIIT,Underweight,2425
32,Male,147.4,94.3,Yoga,Obese,1444
27,Male,167.9,85.6,HIIT,Obese,1697
24,Female,146,57.6,Gym,Overweight,1607
41,Male,162.5,96.1,HIIT,Obese,1371
31,Female,172.8,53.1,HIIT,Underweight,2641
58,Male,149.4,98.1,Gym,Obese,1530
40,Female,184.2,96.6,Walking,Overweight,1636
61,Female,168.7,79.8,Yoga,Overweight,1923
48,Female,147.6,70.4,Cycling,Obese,1570
25,Female,171.2,50.9,Running,Underweight,2439
60,Male,180.7,84.7,Gym,Overweight,1992
55,Male,148.4,46.9,Yoga,Normal,2389
30,Male,184.7,91.4,Yoga,Overweight,1838
26,Female,154,91.1,Walking,Obese,1651
65,Male,148.6,88.2,Gym,Obese,1565
40,Female,165.8,99.9,Cycling,Obese,1587
35,Female,157.6,53.2,HIIT,Normal,2376
66,Female,145.7,64.6,Gym,Obese,1444
19,Female,172.3,88.3,Gym,Overweight,1913
22,Female,167.5,82.6,Walking,Overweight,1732
25,Male,157,61.5,Walking,Normal,2209
18,Female,182,93.5,Cycling,Overweight,1846
48,Male,178.8,85.1,HIIT,Overweight,1697
56,Male,175.2,89.7,Walking,Overweight,1901
18,Female,175.7,97.8,Gym,Obese,1502
57,Female,184.6,66.1,Yoga,Normal,2350
49,Female,179,71.3,HIIT,Normal,2233
55,Male,156.9,64.1,HIIT,Overweight,1897
45,Female,149.7,60.2,HIIT,Overweight,1742
28,Male,183.9,96.7,HIIT,Overweight,1720
49,Male,145.1,83.6,Walking,Obese,1546
28,Female,172,54.5,Yoga,Underweight,2422
52,Female,173.3,82.8,Cycling,Overweight,1615
47,Female,158.5,78.1,Running,Obese,1409
37,Female,155,79.5,HIIT,Obese,1306
24,Female,166.6,49.3,Walking,Underweight,2589
40,Female,178.5,76.2,Yoga,Normal,2198
28,Male,168.1,52.5,HIIT,Normal,2337
52,Male,171.5,71.2,Walking,Normal,2253
35,Female,179.2,83.9,Walking,Overweight,1797
55,Male,153.8,95.7,Walking,Obese,1598
24,Female,147.3,80.3,HIIT,Obese,1547
29,Male,156.3,86.3,Walking,Obese,1498
66,Male,173.7,53.9,Running,Underweight,2789
50,Male,180.7,73.4,Yoga,Normal,2270
65,Male,148.7,94.3,Yoga,Obese,1665
34,Male,154,60.8,Gym,Overweight,1956
42,Male,160.4,88.7,Yoga,Obese,1362
29,Male,161.6,88.9,HIIT,Obese,1675
63,Male,179.3,84.7,Cycling,Overweight,1943
38,Male,159.6,74.6,Yoga,Overweight,1887
66,Male,172.4,53.6,Cycling,Underweight,2498
35,Female,172.1,91.9,Walking,Obese,1445
65,Female,179.4,92.9,HIIT,Overweight,1613
39,Male,183.3,55.4,Running,Underweight,2773
30,Male,183.7,87.2,HIIT,Overweight,1778
38,Female,166.2,99.3,Running,Obese,1525
24,Male,183.3,66.2,Gym,Normal,2384
48,Female,178.8,66.3,Yoga,Normal,2212
58,Male,146.9,55.5,Gym,Overweight,1856
68,Female,152.7,95.3,Gym,Obese,1352
67,Female,181.5,64.5,Gym,Normal,2400
49,Female,182.6,49.1,Yoga,Underweight,2777
37,Female,151,83.5,Running,Obese,1307
30,Male,170.5,51.1,Cycling,Underweight,2686
29,Male,146.8,89,Yoga,Obese,1361
29,Male,156.1,64.4,Running,Overweight,1700
21,Male,179.2,46.5,Running,Underweight,2787
42,Male,171.5,65.4,Cycling,Normal,2078
19,Male,168.1,64.3,HIIT,Normal,2049
68,Female,180.4,58.8,Yoga,Underweight,2672
56,Male,160.3,84.5,Gym,Obese,1514
29,Male,179.1,91.1,Gym,Overweight,1789
66,Female,155,95.9,Walking,Obese,1379
28,Male,182.5,65.9,HIIT,Normal,2014
46,Female,181.1,63,Walking,Normal,2213
63,Female,157.6,79.3,Walking,Obese,1432
48,Female,153.3,76.4,HIIT,Obese,1663
39,Male,155.8,53.2,Walking,Normal,2176
19,Female,182.8,98.9,HIIT,Overweight,1610
46,Female,182.9,66,Gym,Normal,2092
34,Male,149.9,66.2,Walking,Overweight,1756
63,Male,150.1,79.1,Gym,Obese,1673
18,Female,146.2,50.7,Walking,Normal,2167
40,Female,167.4,91.1,HIIT,Obese,1486
18,Male,147.7,65.4,Yoga,Overweight,1678
41,Female,167.5,70.9,Yoga,Overweight,1926
22,Female,151,75.8,Running,Obese,1340
29,Female,153.5,79.2,Walking,Obese,1422
65,Male,174.2,46.4,Running,Underweight,2768
57,Male,183.1,56.3,Cycling,Underweight,2442
49,Female,146.7,46.6,Gym,Normal,2047
35,Male,148.2,77.6,Cycling,Obese,1465
36,Female,172.4,89.1,Walking,Overweight,1999
60,Male,171.8,99,HIIT,Obese,1344
65,Female,159.3,95.3,HIIT,Obese,1472
51,Female,184.8,98,Gym,Overweight,1838
50,Female,154.6,88.3,Yoga,Obese,1347
56,Male,178.7,86.6,Walking,Overweight,1638
30,Female,169.6,97.5,Cycling,Obese,1307
63,Female,158.6,63.8,HIIT,Overweight,1854
39,Female,177.2,84.2,Yoga,Overweight,1731
35,Female,169,52.2,HIIT,Underweight,2616
56,Female,153,72.1,Walking,Obese,1349
19,Female,171.3,67.6,Running,Normal,2262
68,Female,147.2,87.4,Yoga,Obese,1390
22,Male,169,85.1,Cycling,Overweight,1707
55,Female,151.7,67.8,Walking,Overweight,1735
49,Female,155.4,52.5,Cycling,Normal,2257
48,Female,151,92,Running,Obese,1310
56,Male,152.3,99.9,HIIT,Obese,1344
64,Female,146.2,92.2,Walking,Obese,1426
34,Male,156.9,68,Walking,Overweight,1762
35,Male,154.6,97.9,Gym,Obese,1395
50,Male,173.6,59.5,HIIT,Normal,2321
26,Female,162.6,53.6,Yoga,Normal,2211
53,Male,177.3,97.8,Yoga,Obese,1669
53,Male,158,54.5,Running,Normal,2211
69,Female,163.4,97.6,Running,Obese,1534
58,Female,156.5,65.2,Yoga,Overweight,1879
62,Female,158.7,59.5,Yoga,Normal,2167
48,Female,148,98,Gym,Obese,1411
45,Female,157.8,76.4,Gym,Obese,1599
27,Male,168.9,85.6,Running,Obese,1334
51,Female,158.6,68.4,Gym,Overweight,1756
22,Female,151.1,91.1,HIIT,Obese,1695
44,Male,178.3,80.8,Gym,Overweight,1660
30,Male,166,89.9,HIIT,Obese,1568
34,Male,180.5,93.6,Yoga,Overweight,1634
33,Female,179.4,66.2,HIIT,Normal,2129
21,Female,179.4,96.7,Cycling,Obese,1618
49,Female,168.3,66,Cycling,Normal,2152
41,Female,160,73.1,Yoga,Overweight,1613
69,Female,168.5,98.5,HIIT,Obese,1613
64,Female,165.7,73.9,HIIT,Overweight,1981
46,Female,176.7,87.8,Cycling,Overweight,1948
54,Female,182.5,70.5,Gym,Normal,2043
52,Male,182.5,61.4,Gym,Underweight,2623
37,Male,164.7,50.3,Yoga,Normal,2010
38,Male,161.1,94.3,Cycling,Obese,1605
43,Male,181.4,45.7,HIIT,Underweight,2469
35,Male,162.4,45.6,Cycling,Underweight,2676
25,Female,184.5,49,Cycling,Underweight,2445
63,Male,184,67.4,Running,Normal,2025
42,Female,169.5,50.1,Yoga,Underweight,2653
59,Female,157.6,70.2,Running,Overweight,1887
35,Male,177.8,57.8,Walking,Underweight,2509
25,Female,151.5,87.9,Gym,Obese,1347
32,Female,160.8,81.7,Cycling,Obese,1360
59,Female,169.1,75.5,Gym,Overweight,1990
65,Male,154.1,56,HIIT,Normal,2018
40,Female,168,51.7,HIIT,Underweight,2508
22,Male,161.8,93.5,Walking,Obese,1350
32,Male,154.4,72.5,Running,Obese,1338
25,Female,160.1,46.1,Walking,Underweight,2466
39,Female,165.5,64.4,HIIT,Normal,2386
66,Male,145.4,58.1,Walking,Overweight,1709
19,Female,171.8,95.3,Running,Obese,1474
40,Female,148.5,92.5,Walking,Obese,1617
29,Male,172,81.7,Gym,Overweight,1661
39,Female,153.1,55.7,Walking,Normal,2154
63,Male,148.4,91.2,Yoga,Obese,1302
46,Male,148.8,90.6,HIIT,Obese,1435
57,Female,166.1,59.6,Cycling,Normal,2291
29,Male,170.4,82.9,HIIT,Overweight,1677
46,Female,174.4,92.3,Walking,Obese,1596
40,Male,173.9,94.4,Yoga,Obese,1391
46,Female,146.5,71.8,Gym,Obese,1685
47,Female,183.7,65.4,Cycling,Normal,2184
61,Female,171.6,98,Gym,Obese,1574
37,Female,145.1,67.6,Gym,Obese,1539
51,Male,169.1,88.7,Cycling,Obese,1402
57,Male,153.6,91.4,Gym,Obese,1547
19,Male,178.2,46.8,Yoga,Underweight,2604
32,Male,183.7,73.9,Cycling,Normal,2102
33,Male,156.5,68.8,Gym,Overweight,1943
23,Female,181.7,61.1,HIIT,Underweight,2625
39,Female,149.3,93.1,HIIT,Obese,1384
29,Female,161.5,95.6,HIIT,Obese,1335
33,Female,170.3,95.8,Walking,Obese,1496
53,Male,154.8,92,Walking,Obese,1363
41,Female,181.7,85.8,Gym,Overweight,1884
25,Male,175.1,93.9,HIIT,Obese,1440
36,Male,172.9,57.6,Running,Normal,2031
39,Male,172.5,67.7,Walking,Normal,2362
35,Female,172.8,82.8,Yoga,Overweight,1834
64,Female,176.9,70.2,Yoga,Normal,2157
61,Female,168.3,97.4,HIIT,Obese,1684
56,Male,163.8,65.9,Cycling,Normal,2161
45,Male,177.8,82.2,Running,Overweight,1957
18,Female,164.2,95.7,Cycling,Obese,1381
22,Male,177,93.3,Yoga,Overweight,1889
30,Female,170.2,47,Walking,Underweight,2773
39,Female,157.9,58.1,HIIT,Normal,2091
48,Female,172.8,62.9,Cycling,Normal,2016
19,Female,160.6,68.8,Walking,Overweight,1813
19,Female,146.3,61,Gym,Overweight,1857
61,Female,162.7,76.6,Cycling,Overweight,1606
40,Male,161,74.8,Yoga,Overweight,1855
69,Female,159.4,47.1,Cycling,Normal,2290
55,Female,168.2,75.4,Running,Overweight,1901
19,Male,164.1,58,Running,Normal,2179
35,Female,154.3,67.7,Gym,Overweight,1667
18,Female,166.3,93.7,Cycling,Obese,1669
18,Female,147.6,65.1,HIIT,Overweight,1936
25,Female,174.4,84.9,Gym,Overweight,1808
54,Female,176.2,50.6,Yoga,Underweight,2463
41,Female,166.6,77,Running,Overweight,1801
41,Male,165.4,97.1,Cycling,Obese,1578
66,Male,148.3,87.6,Yoga,Obese,1553
49,Male,163,50.1,Yoga,Normal,2358
54,Male,182.6,87.5,Gym,Overweight,1679
39,Female,159.2,70.1,Running,Overweight,1868
32,Male,170.8,47.8,Yoga,Underweight,2526
28,Female,145.2,77.6,Running,Obese,1624
68,Female,176.3,62.7,Yoga,Normal,2208
34,Male,177.8,80.1,Gym,Overweight,1831
58,Female,177.1,89.5,Cycling,Overweight,1780
30,Male,167.9,50.4,Yoga,Underweight,2452
28,Male,153.8,76.7,Cycling,Obese,1699
19,Female,179.1,95,Cycling,Overweight,1708
66,Male,182.6,99.4,Cycling,Overweight,1746
27,Male,160.2,76.5,Cycling,Overweight,1894
49,Male,170.7,82.2,HIIT,Overweight,1856
29,Male,160.2,55.4,Running,Normal,2282
55,Male,182.3,81.7,Walking,Normal,2109
64,Male,166.6,89.7,Cycling,Obese,1675
30,Male,149.7,99.8,HIIT,Obese,1652
62,Male,171.3,97.2,Gym,Obese,1618
56,Male,171.9,72.7,Gym,Normal,2137
37,Female,166.3,89.5,Running,Obese,1617
18,Female,178.5,95.7,Cycling,Obese,1540
51,Male,163.8,64.4,Walking,Normal,2217
57,Male,158.2,87.7,Cycling,Obese,1604
65,Female,181.2,84.6,Gym,Overweight,1669
51,Female,168.8,72.6,Gym,Overweight,1627
60,Male,153.4,99,Yoga,Obese,1507
63,Female,164,79.5,Yoga,Overweight,1932
54,Male,171.8,67.6,Walking,Normal,2090
62,Male,159.3,95.4,Running,Obese,1352
50,Female,167.5,76.9,Cycling,Overweight,1841
56,Female,153.8,93.5,HIIT,Obese,1332
19,Male,179.3,99.4,Gym,Obese,1572
52,Male,172.4,87.5,Running,Overweight,1858
18,Female,147.5,69,Cycling,Obese,1545
23,Female,183.5,71.4,Running,Normal,2209
27,Male,163.4,62.9,Yoga,Normal,2209
24,Female,145.2,84.1,Walking,Obese,1590
20,Male,147.4,72.8,Yoga,Obese,1687
48,Female,152.7,71.3,Yoga,Obese,1474
40,Female,181.4,87.4,Yoga,Overweight,1788
51,Male,177.1,45.9,Yoga,Underweight,2459
38,Male,181,63.2,Cycling,Normal,2000
18,Female,149.4,57.3,Walking,Overweight,1778
29,Female,171.2,63.9,Yoga,Normal,2219
48,Male,168.7,59.2,Gym,Normal,2126
38,Female,176.2,69.5,Running,Normal,2303
39,Male,176.3,53.5,Cycling,Underweight,2791
27,Female,178.1,74.9,Cycling,Normal,2284
64,Female,160.4,81.7,Cycling,Obese,1585
18,Female,158.2,74.9,Running,Overweight,1681
47,Male,179,47.4,Running,Underweight,2518
69,Female,174.7,49.7,Gym,Underweight,2487
32,Male,178.5,78.8,Cycling,Normal,2056
63,Male,151.9,66.2,Yoga,Overweight,1655
53,Female,161.4,57.4,Gym,Normal,2000
40,Male,177.3,94.8,Running,Obese,1546
28,Male,162.2,53.3,Cycling,Normal,2358
33,Female,157.4,92,Running,Obese,1386
63,Male,154.4,77.3,Yoga,Obese,1442
48,Female,163.1,50.6,HIIT,Normal,2092
69,Male,152.5,70.2,HIIT,Obese,1467
66,Male,174.3,95.3,Running,Obese,1395
67,Female,176.8,64.6,Walking,Normal,2081
38,Male,149.2,86.2,Running,Obese,1533
39,Male,167.7,51,Gym,Underweight,2451
18,Female,182.3,47.7,HIIT,Underweight,2693
47,Female,176.6,87.2,Gym,Overweight,1706
53,Male,158.5,45.3,Running,Underweight,2662
28,Male,160,88.3,HIIT,Obese,1543
32,Male,183.1,78.5,Cycling,Normal,2097
18,Female,183.5,97.9,Gym,Overweight,1908
63,Female,153.5,51,Running,Normal,2351
30,Male,168.4,60.2,Walking,Normal,2031
39,Male,182.5,50.7,Gym,Underweight,2468
54,Male,179.6,76.4,Cycling,Normal,2087
19,Female,163.4,93.8,Cycling,Obese,1591
26,Female,156.3,70.2,Running,Overweight,1848
39,Male,145.7,67,HIIT,Obese,1532
60,Female,180.1,99.6,Walking,Obese,1442
35,Male,153.1,48.2,Walking,Normal,2282
28,Male,164.4,59.4,Cycling,Normal,2326
48,Male,184.6,66.9,Yoga,Normal,2222
60,Female,152,57,Walking,Normal,2151
48,Male,149.8,88.5,Gym,Obese,1412
20,Male,178.5,73.5,Walking,Normal,2180
60,Male,169,80.1,Cycling,Overweight,1701
38,Male,167,52.5,Running,Normal,2206
69,Female,149.2,90.1,HIIT,Obese,1700
30,Female,178.4,56.9,Yoga,Underweight,2711
38,Female,163.6,83.5,Yoga,Obese,1377
21,Female,151.7,56.9,Walking,Normal,2253
57,Female,171.4,93.6,HIIT,Obese,1488
64,Male,169.2,78.9,Walking,Overweight,1741
45,Female,153.6,64.9,HIIT,Overweight,1734
59,Male,181.1,85.5,Gym,Overweight,1949
40,Male,157.3,82.6,Walking,Obese,1671
25,Male,161,57.8,Gym,Normal,2282
50,Male,148.4,91.4,Yoga,Obese,1510
51,Male,149.9,78.5,Yoga,Obese,1686
66,Male,181.9,64.8,Running,Normal,2045
35,Female,172.9,92,Running,Obese,1428
27,Male,168.3,61.6,Running,Normal,2055
27,Male,150.8,76.9,Running,Obese,1333
47,Male,167.1,55.7,HIIT,Normal,2064
40,Female,167.7,45.3,Gym,Underweight,2786
55,Female,175.8,85.3,Walking,Overweight,1834
38,Female,174.6,49.7,Yoga,Underweight,2770
42,Male,157.2,60.3,Cycling,Normal,2080
26,Male,157.9,72.2,Yoga,Overweight,1759
69,Female,146.3,53.9,Yoga,Overweight,1659
55,Male,160,74.8,Cycling,Overweight,1700
50,Female,178.8,85.8,Running,Overweight,1960
23,Male,150,53.1,Yoga,Normal,2342
56,Male,167.9,67,Cycling,Normal,2048
42,Male,171.6,45.6,HIIT,Underweight,2715
34,Male,168.7,85.3,Cycling,Obese,1309
18,Male,158.5,64.4,Cycling,Overweight,1973
58,Female,160.1,59,Walking,Normal,2150
33,Male,184.9,95.8,HIIT,Overweight,1718
31,Female,161.2,90.3,Gym,Obese,1545
66,Female,156.2,75.1,Gym,Obese,1342
47,Male,174.6,50.5,Cycling,Underweight,2428
33,Female,167,95.5,HIIT,Obese,1651
56,Male,178.3,86.9,Cycling,Overweight,1652
55,Male,160.4,83.4,Running,Obese,1385
64,Female,168.5,89.7,Yoga,Obese,1510
56,Female,162.4,80.5,Yoga,Obese,1621
57,Male,155.3,66.4,HIIT,Overweight,1866
64,Female,157.1,78.6,Walking,Obese,1533
32,Male,184.2,80.6,Yoga,Normal,2204
46,Female,153.5,90.7,Cycling,Obese,1443
42,Male,182.8,89.9,Cycling,Overweight,1802
25,Female,180.3,48.1,Cycling,Underweight,2436
56,Female,152.4,58.5,Running,Overweight,1907
45,Male,169.7,98.7,Walking,Obese,1570
23,Female,157,52.7,Cycling,Normal,2207
32,Male,173,68.2,Gym,Normal,2262
67,Female,168.8,72.4,Walking,Overweight,1906
19,Male,151.7,63.4,HIIT,Overweight,1902
53,Female,183.5,77.6,HIIT,Normal,2132
26,Male,153.8,90.6,Walking,Obese,1400
23,Male,165.9,87.4,Gym,Obese,1345
39,Male,161.8,87.3,Cycling,Obese,1538
70,Male,172.3,90.6,HIIT,Obese,1650
43,Male,147.5,47.6,Running,Normal,2182
41,Male,169.6,98.2,Walking,Obese,1604
